region,supplysector,subsector0,subsector,technology,year,ghg,emiss.coef
SD,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
SD,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
SD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
SD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
SD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
TN,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
TN,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
TN,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
TN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
TN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
TN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
TX,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
TX,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
TX,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
TX,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
TX,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
TX,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
TX,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
TX,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
UT,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
UT,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
UT,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
UT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
UT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
UT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
VA,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
VA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
VA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
VA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
VA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
VA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
VA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
VA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
VT,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
VT,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
VT,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
VT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
VT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
VT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
WA,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
WA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
WA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
WA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
WA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
WA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
WA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
WA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
WI,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
WI,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
WI,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
WI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
WI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
WI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
WV,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
WV,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
WV,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
WV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
WV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
WV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
WY,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
WY,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
WY,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
WY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
WY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
WY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
AK,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
AK,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
AK,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
AK,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
AK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
AK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
AK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
AK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
AL,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
AL,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
AL,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
AL,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
AL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
AL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
AL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
AL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
AR,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
AR,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
AR,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
AR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
AR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
AR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
AZ,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
AZ,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
AZ,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
AZ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
AZ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
AZ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
CA,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
CA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
CA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
CA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
CA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
CA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
CA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
CA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
CO,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
CO,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
CO,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
CO,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
CO,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
CO,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
CT,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
CT,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
CT,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
CT,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
CT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
CT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
CT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
CT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
DC,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
DC,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
DC,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
DC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
DC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
DC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
DE,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
DE,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
DE,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
DE,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
DE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
DE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
DE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
DE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
FL,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
FL,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
FL,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
FL,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
FL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
FL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
FL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
FL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
GA,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
GA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
GA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
GA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
GA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
GA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
GA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
GA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
HI,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
HI,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
HI,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
HI,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
HI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
HI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
HI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
HI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
IA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
IA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
IA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
IA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
IA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
IA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
ID,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
ID,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
ID,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
ID,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
ID,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
ID,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
IL,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
IL,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
IL,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
IL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
IL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
IL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
IN,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
IN,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
IN,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
IN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
IN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
IN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
KS,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
KS,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
KS,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
KS,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
KS,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
KS,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
KY,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
KY,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
KY,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
KY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
KY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
KY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
LA,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
LA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
LA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
LA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
LA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
LA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
LA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
LA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
MA,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
MA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
MA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
MA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
MA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
MA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
MA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
MA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
MD,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
MD,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
MD,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
MD,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
MD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
MD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,CO,0.00212
MD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
MD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
ME,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,CO,0.00212
ME,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,CO,0.00212
ME,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,CO,0.00212
ME,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,CO,0.00212
